# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy30073	unplaced-scaffold	na	na	JTFH01001796.1	<>	na	Primary Assembly	4543	na
decoy30075	unplaced-scaffold	na	na	JTFH01001797.1	<>	na	Primary Assembly	4532	na
decoy30076	unplaced-scaffold	na	na	JTFH01001798.1	<>	na	Primary Assembly	4503	na
decoy30077	unplaced-scaffold	na	na	JTFH01001799.1	<>	na	Primary Assembly	4495	na
decoy30078	unplaced-scaffold	na	na	JTFH01001800.1	<>	na	Primary Assembly	4444	na
decoy30079	unplaced-scaffold	na	na	JTFH01001801.1	<>	na	Primary Assembly	4414	na
decoy30080	unplaced-scaffold	na	na	JTFH01001802.1	<>	na	Primary Assembly	4409	na
decoy30082	unplaced-scaffold	na	na	JTFH01001803.1	<>	na	Primary Assembly	4302	na
decoy30083	unplaced-scaffold	na	na	JTFH01001804.1	<>	na	Primary Assembly	4300	na
decoy30085	unplaced-scaffold	na	na	JTFH01001805.1	<>	na	Primary Assembly	4277	na
decoy30086	unplaced-scaffold	na	na	JTFH01001806.1	<>	na	Primary Assembly	4173	na
decoy30087	unplaced-scaffold	na	na	JTFH01001807.1	<>	na	Primary Assembly	4169	na
decoy30088	unplaced-scaffold	na	na	JTFH01001808.1	<>	na	Primary Assembly	4136	na
decoy30091	unplaced-scaffold	na	na	JTFH01001809.1	<>	na	Primary Assembly	4101	na
decoy30092	unplaced-scaffold	na	na	JTFH01001810.1	<>	na	Primary Assembly	4089	na
decoy30093	unplaced-scaffold	na	na	JTFH01001811.1	<>	na	Primary Assembly	4015	na
decoy30094	unplaced-scaffold	na	na	JTFH01001812.1	<>	na	Primary Assembly	4000	na
decoy30095	unplaced-scaffold	na	na	JTFH01001813.1	<>	na	Primary Assembly	3973	na
decoy30098	unplaced-scaffold	na	na	JTFH01001814.1	<>	na	Primary Assembly	3732	na
decoy30099	unplaced-scaffold	na	na	JTFH01001815.1	<>	na	Primary Assembly	3709	na
decoy30100	unplaced-scaffold	na	na	JTFH01001816.1	<>	na	Primary Assembly	3686	na
decoy30101	unplaced-scaffold	na	na	JTFH01001817.1	<>	na	Primary Assembly	3676	na
decoy30102	unplaced-scaffold	na	na	JTFH01001818.1	<>	na	Primary Assembly	3673	na
decoy30103	unplaced-scaffold	na	na	JTFH01001819.1	<>	na	Primary Assembly	3672	na
decoy30105	unplaced-scaffold	na	na	JTFH01001820.1	<>	na	Primary Assembly	3633	na
decoy30106	unplaced-scaffold	na	na	JTFH01001821.1	<>	na	Primary Assembly	3633	na
decoy30107	unplaced-scaffold	na	na	JTFH01001822.1	<>	na	Primary Assembly	3613	na
decoy30108	unplaced-scaffold	na	na	JTFH01001823.1	<>	na	Primary Assembly	3605	na
decoy30109	unplaced-scaffold	na	na	JTFH01001824.1	<>	na	Primary Assembly	3592	na
decoy30110	unplaced-scaffold	na	na	JTFH01001825.1	<>	na	Primary Assembly	3586	na
decoy30111	unplaced-scaffold	na	na	JTFH01001826.1	<>	na	Primary Assembly	3584	na
decoy30112	unplaced-scaffold	na	na	JTFH01001827.1	<>	na	Primary Assembly	3577	na
decoy30113	unplaced-scaffold	na	na	JTFH01001828.1	<>	na	Primary Assembly	3537	na
decoy30115	unplaced-scaffold	na	na	JTFH01001829.1	<>	na	Primary Assembly	3510	na
decoy30116	unplaced-scaffold	na	na	JTFH01001830.1	<>	na	Primary Assembly	3509	na
decoy30117	unplaced-scaffold	na	na	JTFH01001831.1	<>	na	Primary Assembly	3488	na
decoy30118	unplaced-scaffold	na	na	JTFH01001832.1	<>	na	Primary Assembly	3473	na
decoy30119	unplaced-scaffold	na	na	JTFH01001833.1	<>	na	Primary Assembly	3445	na
decoy30120	unplaced-scaffold	na	na	JTFH01001834.1	<>	na	Primary Assembly	3427	na
decoy30121	unplaced-scaffold	na	na	JTFH01001835.1	<>	na	Primary Assembly	3395	na
decoy30122	unplaced-scaffold	na	na	JTFH01001836.1	<>	na	Primary Assembly	3367	na
decoy30124	unplaced-scaffold	na	na	JTFH01001837.1	<>	na	Primary Assembly	3337	na
decoy30125	unplaced-scaffold	na	na	JTFH01001838.1	<>	na	Primary Assembly	3324	na
decoy30126	unplaced-scaffold	na	na	JTFH01001839.1	<>	na	Primary Assembly	3315	na
decoy30127	unplaced-scaffold	na	na	JTFH01001840.1	<>	na	Primary Assembly	3313	na
decoy30128	unplaced-scaffold	na	na	JTFH01001841.1	<>	na	Primary Assembly	3283	na
decoy30130	unplaced-scaffold	na	na	JTFH01001842.1	<>	na	Primary Assembly	3250	na
decoy30131	unplaced-scaffold	na	na	JTFH01001843.1	<>	na	Primary Assembly	3247	na
decoy30132	unplaced-scaffold	na	na	JTFH01001844.1	<>	na	Primary Assembly	3237	na
decoy30133	unplaced-scaffold	na	na	JTFH01001845.1	<>	na	Primary Assembly	3235	na
decoy30134	unplaced-scaffold	na	na	JTFH01001846.1	<>	na	Primary Assembly	3200	na
decoy30135	unplaced-scaffold	na	na	JTFH01001847.1	<>	na	Primary Assembly	3195	na
decoy30136	unplaced-scaffold	na	na	JTFH01001848.1	<>	na	Primary Assembly	3175	na
decoy30137	unplaced-scaffold	na	na	JTFH01001849.1	<>	na	Primary Assembly	3158	na
decoy30139	unplaced-scaffold	na	na	JTFH01001850.1	<>	na	Primary Assembly	3143	na
decoy30140	unplaced-scaffold	na	na	JTFH01001851.1	<>	na	Primary Assembly	3139	na
decoy30141	unplaced-scaffold	na	na	JTFH01001852.1	<>	na	Primary Assembly	3138	na
decoy30142	unplaced-scaffold	na	na	JTFH01001853.1	<>	na	Primary Assembly	3136	na
decoy30144	unplaced-scaffold	na	na	JTFH01001854.1	<>	na	Primary Assembly	3132	na
decoy30145	unplaced-scaffold	na	na	JTFH01001855.1	<>	na	Primary Assembly	3132	na
decoy30146	unplaced-scaffold	na	na	JTFH01001856.1	<>	na	Primary Assembly	3095	na
decoy30147	unplaced-scaffold	na	na	JTFH01001857.1	<>	na	Primary Assembly	3094	na
decoy30148	unplaced-scaffold	na	na	JTFH01001858.1	<>	na	Primary Assembly	3093	na
decoy30151	unplaced-scaffold	na	na	JTFH01001859.1	<>	na	Primary Assembly	3059	na
decoy30153	unplaced-scaffold	na	na	JTFH01001860.1	<>	na	Primary Assembly	2985	na
decoy30154	unplaced-scaffold	na	na	JTFH01001861.1	<>	na	Primary Assembly	2975	na
decoy30155	unplaced-scaffold	na	na	JTFH01001862.1	<>	na	Primary Assembly	2967	na
decoy30156	unplaced-scaffold	na	na	JTFH01001863.1	<>	na	Primary Assembly	2961	na
decoy30157	unplaced-scaffold	na	na	JTFH01001864.1	<>	na	Primary Assembly	2955	na
decoy30158	unplaced-scaffold	na	na	JTFH01001865.1	<>	na	Primary Assembly	2935	na
decoy30159	unplaced-scaffold	na	na	JTFH01001866.1	<>	na	Primary Assembly	2933	na
decoy30161	unplaced-scaffold	na	na	JTFH01001867.1	<>	na	Primary Assembly	2909	na
decoy30162	unplaced-scaffold	na	na	JTFH01001868.1	<>	na	Primary Assembly	2904	na
decoy30163	unplaced-scaffold	na	na	JTFH01001869.1	<>	na	Primary Assembly	2892	na
decoy30164	unplaced-scaffold	na	na	JTFH01001870.1	<>	na	Primary Assembly	2886	na
decoy30165	unplaced-scaffold	na	na	JTFH01001871.1	<>	na	Primary Assembly	2885	na
decoy30166	unplaced-scaffold	na	na	JTFH01001872.1	<>	na	Primary Assembly	2878	na
decoy30167	unplaced-scaffold	na	na	JTFH01001873.1	<>	na	Primary Assembly	2875	na
decoy30168	unplaced-scaffold	na	na	JTFH01001874.1	<>	na	Primary Assembly	2861	na
decoy30169	unplaced-scaffold	na	na	JTFH01001875.1	<>	na	Primary Assembly	2856	na
decoy30170	unplaced-scaffold	na	na	JTFH01001876.1	<>	na	Primary Assembly	2838	na
decoy30171	unplaced-scaffold	na	na	JTFH01001877.1	<>	na	Primary Assembly	2801	na
decoy30172	unplaced-scaffold	na	na	JTFH01001878.1	<>	na	Primary Assembly	2797	na
decoy30173	unplaced-scaffold	na	na	JTFH01001879.1	<>	na	Primary Assembly	2788	na
decoy30174	unplaced-scaffold	na	na	JTFH01001880.1	<>	na	Primary Assembly	2773	na
decoy30176	unplaced-scaffold	na	na	JTFH01001881.1	<>	na	Primary Assembly	2755	na
decoy30177	unplaced-scaffold	na	na	JTFH01001882.1	<>	na	Primary Assembly	2754	na
decoy30178	unplaced-scaffold	na	na	JTFH01001883.1	<>	na	Primary Assembly	2743	na
decoy30179	unplaced-scaffold	na	na	JTFH01001884.1	<>	na	Primary Assembly	2725	na
decoy30180	unplaced-scaffold	na	na	JTFH01001885.1	<>	na	Primary Assembly	2722	na
decoy30182	unplaced-scaffold	na	na	JTFH01001886.1	<>	na	Primary Assembly	2682	na
decoy30183	unplaced-scaffold	na	na	JTFH01001887.1	<>	na	Primary Assembly	2669	na
decoy30184	unplaced-scaffold	na	na	JTFH01001888.1	<>	na	Primary Assembly	2663	na
decoy30185	unplaced-scaffold	na	na	JTFH01001889.1	<>	na	Primary Assembly	2652	na
decoy30186	unplaced-scaffold	na	na	JTFH01001890.1	<>	na	Primary Assembly	2647	na
decoy30187	unplaced-scaffold	na	na	JTFH01001891.1	<>	na	Primary Assembly	2635	na
decoy30188	unplaced-scaffold	na	na	JTFH01001892.1	<>	na	Primary Assembly	2633	na
decoy30189	unplaced-scaffold	na	na	JTFH01001893.1	<>	na	Primary Assembly	2629	na
decoy30190	unplaced-scaffold	na	na	JTFH01001894.1	<>	na	Primary Assembly	2612	na
decoy30191	unplaced-scaffold	na	na	JTFH01001895.1	<>	na	Primary Assembly	2599	na
decoy30192	unplaced-scaffold	na	na	JTFH01001896.1	<>	na	Primary Assembly	2566	na
decoy30193	unplaced-scaffold	na	na	JTFH01001897.1	<>	na	Primary Assembly	2556	na
decoy30194	unplaced-scaffold	na	na	JTFH01001898.1	<>	na	Primary Assembly	2551	na
decoy30195	unplaced-scaffold	na	na	JTFH01001899.1	<>	na	Primary Assembly	2551	na
decoy30197	unplaced-scaffold	na	na	JTFH01001900.1	<>	na	Primary Assembly	2538	na
decoy30198	unplaced-scaffold	na	na	JTFH01001901.1	<>	na	Primary Assembly	2538	na
decoy30200	unplaced-scaffold	na	na	JTFH01001902.1	<>	na	Primary Assembly	2525	na
decoy30201	unplaced-scaffold	na	na	JTFH01001903.1	<>	na	Primary Assembly	2498	na
decoy30202	unplaced-scaffold	na	na	JTFH01001904.1	<>	na	Primary Assembly	2496	na
decoy30204	unplaced-scaffold	na	na	JTFH01001905.1	<>	na	Primary Assembly	2483	na
decoy30205	unplaced-scaffold	na	na	JTFH01001906.1	<>	na	Primary Assembly	2475	na
decoy30206	unplaced-scaffold	na	na	JTFH01001907.1	<>	na	Primary Assembly	2469	na
decoy30208	unplaced-scaffold	na	na	JTFH01001908.1	<>	na	Primary Assembly	2455	na
decoy30209	unplaced-scaffold	na	na	JTFH01001909.1	<>	na	Primary Assembly	2444	na
decoy30210	unplaced-scaffold	na	na	JTFH01001910.1	<>	na	Primary Assembly	2437	na
decoy30211	unplaced-scaffold	na	na	JTFH01001911.1	<>	na	Primary Assembly	2435	na
decoy30212	unplaced-scaffold	na	na	JTFH01001912.1	<>	na	Primary Assembly	2427	na
decoy30214	unplaced-scaffold	na	na	JTFH01001913.1	<>	na	Primary Assembly	2419	na
decoy30215	unplaced-scaffold	na	na	JTFH01001914.1	<>	na	Primary Assembly	2413	na
decoy30216	unplaced-scaffold	na	na	JTFH01001915.1	<>	na	Primary Assembly	2412	na
decoy30217	unplaced-scaffold	na	na	JTFH01001916.1	<>	na	Primary Assembly	2400	na
decoy30218	unplaced-scaffold	na	na	JTFH01001917.1	<>	na	Primary Assembly	2399	na
decoy30219	unplaced-scaffold	na	na	JTFH01001918.1	<>	na	Primary Assembly	2396	na
decoy30220	unplaced-scaffold	na	na	JTFH01001919.1	<>	na	Primary Assembly	2393	na
decoy30221	unplaced-scaffold	na	na	JTFH01001920.1	<>	na	Primary Assembly	2386	na
decoy30222	unplaced-scaffold	na	na	JTFH01001921.1	<>	na	Primary Assembly	2384	na
decoy30223	unplaced-scaffold	na	na	JTFH01001922.1	<>	na	Primary Assembly	2382	na
decoy30224	unplaced-scaffold	na	na	JTFH01001923.1	<>	na	Primary Assembly	2382	na
decoy30225	unplaced-scaffold	na	na	JTFH01001924.1	<>	na	Primary Assembly	2367	na
decoy30226	unplaced-scaffold	na	na	JTFH01001925.1	<>	na	Primary Assembly	2366	na
decoy30227	unplaced-scaffold	na	na	JTFH01001926.1	<>	na	Primary Assembly	2362	na
decoy30228	unplaced-scaffold	na	na	JTFH01001927.1	<>	na	Primary Assembly	2361	na
decoy30229	unplaced-scaffold	na	na	JTFH01001928.1	<>	na	Primary Assembly	2353	na
decoy30230	unplaced-scaffold	na	na	JTFH01001929.1	<>	na	Primary Assembly	2349	na
decoy30231	unplaced-scaffold	na	na	JTFH01001930.1	<>	na	Primary Assembly	2348	na
decoy30232	unplaced-scaffold	na	na	JTFH01001931.1	<>	na	Primary Assembly	2340	na
decoy30233	unplaced-scaffold	na	na	JTFH01001932.1	<>	na	Primary Assembly	2339	na
decoy30234	unplaced-scaffold	na	na	JTFH01001933.1	<>	na	Primary Assembly	2336	na
decoy30235	unplaced-scaffold	na	na	JTFH01001934.1	<>	na	Primary Assembly	2333	na
decoy30236	unplaced-scaffold	na	na	JTFH01001935.1	<>	na	Primary Assembly	2330	na
decoy30237	unplaced-scaffold	na	na	JTFH01001936.1	<>	na	Primary Assembly	2327	na
decoy30239	unplaced-scaffold	na	na	JTFH01001937.1	<>	na	Primary Assembly	2318	na
decoy30241	unplaced-scaffold	na	na	JTFH01001938.1	<>	na	Primary Assembly	2293	na
decoy30242	unplaced-scaffold	na	na	JTFH01001939.1	<>	na	Primary Assembly	2292	na
decoy30243	unplaced-scaffold	na	na	JTFH01001940.1	<>	na	Primary Assembly	2287	na
decoy30244	unplaced-scaffold	na	na	JTFH01001941.1	<>	na	Primary Assembly	2274	na
decoy30245	unplaced-scaffold	na	na	JTFH01001942.1	<>	na	Primary Assembly	2274	na
decoy30247	unplaced-scaffold	na	na	JTFH01001943.1	<>	na	Primary Assembly	2267	na
decoy30248	unplaced-scaffold	na	na	JTFH01001944.1	<>	na	Primary Assembly	2260	na
decoy30249	unplaced-scaffold	na	na	JTFH01001945.1	<>	na	Primary Assembly	2257	na
decoy30251	unplaced-scaffold	na	na	JTFH01001946.1	<>	na	Primary Assembly	2240	na
decoy30252	unplaced-scaffold	na	na	JTFH01001947.1	<>	na	Primary Assembly	2239	na
decoy30253	unplaced-scaffold	na	na	JTFH01001948.1	<>	na	Primary Assembly	2232	na
decoy30254	unplaced-scaffold	na	na	JTFH01001949.1	<>	na	Primary Assembly	2230	na
decoy30255	unplaced-scaffold	na	na	JTFH01001950.1	<>	na	Primary Assembly	2230	na
decoy30256	unplaced-scaffold	na	na	JTFH01001951.1	<>	na	Primary Assembly	2222	na
decoy30257	unplaced-scaffold	na	na	JTFH01001952.1	<>	na	Primary Assembly	2216	na
decoy30258	unplaced-scaffold	na	na	JTFH01001953.1	<>	na	Primary Assembly	2214	na
decoy30259	unplaced-scaffold	na	na	JTFH01001954.1	<>	na	Primary Assembly	2210	na
decoy30261	unplaced-scaffold	na	na	JTFH01001955.1	<>	na	Primary Assembly	2203	na
decoy30262	unplaced-scaffold	na	na	JTFH01001956.1	<>	na	Primary Assembly	2197	na
decoy30263	unplaced-scaffold	na	na	JTFH01001957.1	<>	na	Primary Assembly	2196	na
decoy30264	unplaced-scaffold	na	na	JTFH01001958.1	<>	na	Primary Assembly	2196	na
decoy30266	unplaced-scaffold	na	na	JTFH01001959.1	<>	na	Primary Assembly	2179	na
decoy30267	unplaced-scaffold	na	na	JTFH01001960.1	<>	na	Primary Assembly	2178	na
decoy30268	unplaced-scaffold	na	na	JTFH01001961.1	<>	na	Primary Assembly	2178	na
decoy30269	unplaced-scaffold	na	na	JTFH01001962.1	<>	na	Primary Assembly	2172	na
decoy30270	unplaced-scaffold	na	na	JTFH01001963.1	<>	na	Primary Assembly	2170	na
decoy30271	unplaced-scaffold	na	na	JTFH01001964.1	<>	na	Primary Assembly	2167	na
decoy30272	unplaced-scaffold	na	na	JTFH01001965.1	<>	na	Primary Assembly	2167	na
decoy30274	unplaced-scaffold	na	na	JTFH01001966.1	<>	na	Primary Assembly	2157	na
decoy30275	unplaced-scaffold	na	na	JTFH01001967.1	<>	na	Primary Assembly	2153	na
decoy30276	unplaced-scaffold	na	na	JTFH01001968.1	<>	na	Primary Assembly	2151	na
decoy30277	unplaced-scaffold	na	na	JTFH01001969.1	<>	na	Primary Assembly	2147	na
decoy30278	unplaced-scaffold	na	na	JTFH01001970.1	<>	na	Primary Assembly	2145	na
decoy30279	unplaced-scaffold	na	na	JTFH01001971.1	<>	na	Primary Assembly	2142	na
decoy30280	unplaced-scaffold	na	na	JTFH01001972.1	<>	na	Primary Assembly	2142	na
decoy30282	unplaced-scaffold	na	na	JTFH01001973.1	<>	na	Primary Assembly	2136	na
decoy30283	unplaced-scaffold	na	na	JTFH01001974.1	<>	na	Primary Assembly	2130	na
decoy30284	unplaced-scaffold	na	na	JTFH01001975.1	<>	na	Primary Assembly	2128	na
decoy30285	unplaced-scaffold	na	na	JTFH01001976.1	<>	na	Primary Assembly	2126	na
decoy30286	unplaced-scaffold	na	na	JTFH01001977.1	<>	na	Primary Assembly	2126	na
decoy30287	unplaced-scaffold	na	na	JTFH01001978.1	<>	na	Primary Assembly	2119	na
decoy30288	unplaced-scaffold	na	na	JTFH01001979.1	<>	na	Primary Assembly	2107	na
decoy30290	unplaced-scaffold	na	na	JTFH01001980.1	<>	na	Primary Assembly	2091	na
decoy30291	unplaced-scaffold	na	na	JTFH01001981.1	<>	na	Primary Assembly	2087	na
decoy30292	unplaced-scaffold	na	na	JTFH01001982.1	<>	na	Primary Assembly	2086	na
decoy30294	unplaced-scaffold	na	na	JTFH01001983.1	<>	na	Primary Assembly	2083	na
decoy30295	unplaced-scaffold	na	na	JTFH01001984.1	<>	na	Primary Assembly	2075	na
decoy30296	unplaced-scaffold	na	na	JTFH01001985.1	<>	na	Primary Assembly	2075	na
decoy30298	unplaced-scaffold	na	na	JTFH01001986.1	<>	na	Primary Assembly	2072	na
decoy30300	unplaced-scaffold	na	na	JTFH01001987.1	<>	na	Primary Assembly	2068	na
decoy30301	unplaced-scaffold	na	na	JTFH01001988.1	<>	na	Primary Assembly	2067	na
decoy30302	unplaced-scaffold	na	na	JTFH01001989.1	<>	na	Primary Assembly	2055	na
decoy30303	unplaced-scaffold	na	na	JTFH01001990.1	<>	na	Primary Assembly	2051	na
decoy30304	unplaced-scaffold	na	na	JTFH01001991.1	<>	na	Primary Assembly	2050	na
decoy30306	unplaced-scaffold	na	na	JTFH01001992.1	<>	na	Primary Assembly	2033	na
decoy30307	unplaced-scaffold	na	na	JTFH01001993.1	<>	na	Primary Assembly	2024	na
decoy30308	unplaced-scaffold	na	na	JTFH01001994.1	<>	na	Primary Assembly	2016	na
decoy30309	unplaced-scaffold	na	na	JTFH01001995.1	<>	na	Primary Assembly	2011	na
decoy30310	unplaced-scaffold	na	na	JTFH01001996.1	<>	na	Primary Assembly	2009	na
decoy30312	unplaced-scaffold	na	na	JTFH01001997.1	<>	na	Primary Assembly	2003	na
decoy30313	unplaced-scaffold	na	na	JTFH01001998.1	<>	na	Primary Assembly	2001	na
decoy00416	unplaced-scaffold	na	na	KN707606.1	<>	na	Primary Assembly	2200	na
decoy00237	unplaced-scaffold	na	na	KN707607.1	<>	na	Primary Assembly	3033	na
decoy00228	unplaced-scaffold	na	na	KN707608.1	<>	na	Primary Assembly	3112	na
decoy00627	unplaced-scaffold	na	na	KN707609.1	<>	na	Primary Assembly	1642	na
decoy00773	unplaced-scaffold	na	na	KN707610.1	<>	na	Primary Assembly	1393	na
decoy01050	unplaced-scaffold	na	na	KN707611.1	<>	na	Primary Assembly	1103	na
decoy01135	unplaced-scaffold	na	na	KN707612.1	<>	na	Primary Assembly	1039	na
decoy00636	unplaced-scaffold	na	na	KN707613.1	<>	na	Primary Assembly	1619	na
decoy20067	unplaced-scaffold	na	na	KN707614.1	<>	na	Primary Assembly	3122	na
decoy00496	unplaced-scaffold	na	na	KN707615.1	<>	na	Primary Assembly	1934	na
decoy00229	unplaced-scaffold	na	na	KN707616.1	<>	na	Primary Assembly	3111	na
decoy30196	unplaced-scaffold	na	na	KN707617.1	<>	na	Primary Assembly	2545	na
decoy20127	unplaced-scaffold	na	na	KN707618.1	<>	na	Primary Assembly	2295	na
decoy00674	unplaced-scaffold	na	na	KN707619.1	<>	na	Primary Assembly	1551	na
decoy20168	unplaced-scaffold	na	na	KN707620.1	<>	na	Primary Assembly	2046	na
decoy20425	unplaced-scaffold	na	na	KN707621.1	<>	na	Primary Assembly	1222	na
decoy00680	unplaced-scaffold	na	na	KN707622.1	<>	na	Primary Assembly	1535	na
decoy20042	unplaced-scaffold	na	na	KN707623.1	<>	na	Primary Assembly	3784	na
decoy00812	unplaced-scaffold	na	na	KN707624.1	<>	na	Primary Assembly	1329	na
decoy20412	unplaced-scaffold	na	na	KN707625.1	<>	na	Primary Assembly	1238	na
decoy00077	unplaced-scaffold	na	na	KN707626.1	<>	na	Primary Assembly	5623	na
decoy20013	unplaced-scaffold	na	na	KN707627.1	<>	na	Primary Assembly	5821	na
decoy00249	unplaced-scaffold	na	na	KN707628.1	<>	na	Primary Assembly	2960	na
decoy10084	unplaced-scaffold	na	na	KN707629.1	<>	na	Primary Assembly	1848	na
decoy00390	unplaced-scaffold	na	na	KN707630.1	<>	na	Primary Assembly	2315	na
decoy10077	unplaced-scaffold	na	na	KN707631.1	<>	na	Primary Assembly	1945	na
decoy00745	unplaced-scaffold	na	na	KN707632.1	<>	na	Primary Assembly	1424	na
decoy00865	unplaced-scaffold	na	na	KN707633.1	<>	na	Primary Assembly	1274	na
decoy01169	unplaced-scaffold	na	na	KN707634.1	<>	na	Primary Assembly	1007	na
decoy10143	unplaced-scaffold	na	na	KN707635.1	<>	na	Primary Assembly	1414	na
decoy00590	unplaced-scaffold	na	na	KN707636.1	<>	na	Primary Assembly	1725	na
decoy30057	unplaced-scaffold	na	na	KN707637.1	<>	na	Primary Assembly	5354	na
decoy30265	unplaced-scaffold	na	na	KN707638.1	<>	na	Primary Assembly	2189	na
decoy00848	unplaced-scaffold	na	na	KN707639.1	<>	na	Primary Assembly	1294	na
decoy00545	unplaced-scaffold	na	na	KN707640.1	<>	na	Primary Assembly	1831	na
decoy00626	unplaced-scaffold	na	na	KN707641.1	<>	na	Primary Assembly	1647	na
decoy00253	unplaced-scaffold	na	na	KN707642.1	<>	na	Primary Assembly	2943	na
decoy10030	unplaced-scaffold	na	na	KN707643.1	<>	na	Primary Assembly	2857	na
decoy10291	unplaced-scaffold	na	na	KN707644.1	<>	na	Primary Assembly	1030	na
decoy01088	unplaced-scaffold	na	na	KN707645.1	<>	na	Primary Assembly	1070	na
decoy00585	unplaced-scaffold	na	na	KN707646.1	<>	na	Primary Assembly	1735	na
decoy20181	unplaced-scaffold	na	na	KN707647.1	<>	na	Primary Assembly	1982	na
decoy20266	unplaced-scaffold	na	na	KN707648.1	<>	na	Primary Assembly	1564	na
decoy00568	unplaced-scaffold	na	na	KN707649.1	<>	na	Primary Assembly	1775	na
decoy20274	unplaced-scaffold	na	na	KN707650.1	<>	na	Primary Assembly	1540	na
decoy00466	unplaced-scaffold	na	na	KN707651.1	<>	na	Primary Assembly	2013	na
decoy00974	unplaced-scaffold	na	na	KN707652.1	<>	na	Primary Assembly	1176	na
decoy20189	unplaced-scaffold	na	na	KN707653.1	<>	na	Primary Assembly	1890	na
decoy30104	unplaced-scaffold	na	na	KN707654.1	<>	na	Primary Assembly	3644	na
decoy00280	unplaced-scaffold	na	na	KN707655.1	<>	na	Primary Assembly	2785	na
decoy20569	unplaced-scaffold	na	na	KN707656.1	<>	na	Primary Assembly	1017	na
decoy20529	unplaced-scaffold	na	na	KN707657.1	<>	na	Primary Assembly	1068	na
decoy20587	unplaced-scaffold	na	na	KN707658.1	<>	na	Primary Assembly	1007	na
decoy20102	unplaced-scaffold	na	na	KN707659.1	<>	na	Primary Assembly	2605	na
decoy30014	unplaced-scaffold	na	na	KN707660.1	<>	na	Primary Assembly	8410	na
decoy30054	unplaced-scaffold	na	na	KN707661.1	<>	na	Primary Assembly	5534	na
decoy20149	unplaced-scaffold	na	na	KN707662.1	<>	na	Primary Assembly	2173	na
decoy01099	unplaced-scaffold	na	na	KN707663.1	<>	na	Primary Assembly	1065	na
decoy00031	unplaced-scaffold	na	na	KN707664.1	<>	na	Primary Assembly	8683	na
decoy00304	unplaced-scaffold	na	na	KN707665.1	<>	na	Primary Assembly	2670	na
decoy00365	unplaced-scaffold	na	na	KN707666.1	<>	na	Primary Assembly	2420	na
decoy20147	unplaced-scaffold	na	na	KN707667.1	<>	na	Primary Assembly	2189	na
decoy30289	unplaced-scaffold	na	na	KN707668.1	<>	na	Primary Assembly	2093	na
decoy00960	unplaced-scaffold	na	na	KN707669.1	<>	na	Primary Assembly	1184	na
decoy00938	unplaced-scaffold	na	na	KN707670.1	<>	na	Primary Assembly	1205	na
decoy20093	unplaced-scaffold	na	na	KN707671.1	<>	na	Primary Assembly	2786	na
decoy00278	unplaced-scaffold	na	na	KN707672.1	<>	na	Primary Assembly	2794	na
decoy00003	unplaced-scaffold	na	na	KN707673.1	<>	na	Primary Assembly	19544	na
decoy20089	unplaced-scaffold	na	na	KN707674.1	<>	na	Primary Assembly	2848	na
decoy00015	unplaced-scaffold	na	na	KN707675.1	<>	na	Primary Assembly	10556	na
decoy00027	unplaced-scaffold	na	na	KN707676.1	<>	na	Primary Assembly	9066	na
decoy00050	unplaced-scaffold	na	na	KN707677.1	<>	na	Primary Assembly	7267	na
decoy00355	unplaced-scaffold	na	na	KN707678.1	<>	na	Primary Assembly	2462	na
decoy20205	unplaced-scaffold	na	na	KN707679.1	<>	na	Primary Assembly	1774	na
decoy00845	unplaced-scaffold	na	na	KN707680.1	<>	na	Primary Assembly	1297	na
decoy00117	unplaced-scaffold	na	na	KN707681.1	<>	na	Primary Assembly	4379	na
decoy00130	unplaced-scaffold	na	na	KN707682.1	<>	na	Primary Assembly	4208	na
decoy00136	unplaced-scaffold	na	na	KN707683.1	<>	na	Primary Assembly	4068	na
decoy20077	unplaced-scaffold	na	na	KN707684.1	<>	na	Primary Assembly	2940	na
decoy00144	unplaced-scaffold	na	na	KN707685.1	<>	na	Primary Assembly	3938	na
decoy00449	unplaced-scaffold	na	na	KN707686.1	<>	na	Primary Assembly	2072	na
decoy01007	unplaced-scaffold	na	na	KN707687.1	<>	na	Primary Assembly	1136	na
